id;repository;file;line;column;rule
6752;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/ESSingleNodeTestCase.java;72;63;TooMany
6753;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/ESTestCase.java;175;17;LargeClass
6754;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/ESTestCase.java;175;57;TooMany
6755;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/ESTestCase.java;1335;25;DataClass
6756;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalAggregationTestCase.java;151;125;TooMany
6757;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalMultiBucketAggregationTestCase.java;43;48;TooMany
6758;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalTestCluster.java;156;14;LargeClass
6759;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalTestCluster.java;156;60;TooMany
6760;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalTestCluster.java;217;31;LongParameterList
6761;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalTestCluster.java;217;12;LongMethod
6762;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/InternalTestCluster.java;762;60;TooMany
6763;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/MockIndexEventListener.java;79;73;TooMany
6764;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/TestCluster.java;47;56;TooMany
6765;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/TestSearchContext.java;68;54;TooMany
6766;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/VersionUtils.java;39;27;TooMany
6767;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/disruption/LongGCDisruption.java;65;25;LongMethod
6768;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/disruption/NetworkDisruption.java;49;67;TooMany
6769;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/hamcrest/ElasticsearchAssertions.java;95;38;TooMany
6770;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/rest/ESRestTestCase.java;86;57;TooMany
6771;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/rest/yaml/ClientYamlTestClient.java;88;12;LongMethod
6772;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/rest/yaml/ESClientYamlSuiteTestCase.java;60;72;TooMany
6773;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/rest/yaml/restspec/ClientYamlSuiteRestApiParser.java;37;12;LongMethod
6774;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/rest/yaml/section/ClientYamlTestSection.java;32;8;DataClass
6775;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/CapturingTransport.java;61;54;TooMany
6776;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/CapturingTransport.java;65;19;DataClass
6777;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java;91;66;TooMany
6778;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java;358;12;LongMethod
6779;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java;552;64;TooMany
6780;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;96;17;LargeClass
6781;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;96;74;TooMany
6782;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;380;12;LongMethod
6783;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;639;12;LongMethod
6784;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;833;12;LongMethod
6785;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;941;12;LongMethod
6786;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;1695;12;LongMethod
6787;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/main/java/org/elasticsearch/transport/AbstractSimpleTransportTestCase.java;2365;12;LongMethod
6788;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/test/java/org/elasticsearch/test/hamcrest/ElasticsearchAssertionsTests.java;69;12;LongMethod
6789;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/test/java/org/elasticsearch/test/rest/yaml/section/ClientYamlTestSuiteTests.java;35;12;LongMethod
6790;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/test/java/org/elasticsearch/test/rest/yaml/section/DoSectionTests.java;41;82;TooMany
6791;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/test/java/org/elasticsearch/test/test/InternalTestClusterTests.java;72;58;TooMany
6792;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/framework/src/test/java/org/elasticsearch/test/test/InternalTestClusterTests.java;247;12;LongMethod
6793;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/test/logger-usage/src/test/java/org/elasticsearch/test/loggerusage/ESLoggerUsageTests.java;44;52;TooMany
6794;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/license-tools/src/test/java/org/elasticsearch/license/licensor/TestUtils.java;186;19;DataClass
6795;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/license-tools/src/test/java/org/elasticsearch/license/licensor/TestUtils.java;200;27;LongParameterList
6796;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/license-tools/src/test/java/org/elasticsearch/license/licensor/TestUtils.java;225;27;LongParameterList
6797;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/CryptUtils.java;31;25;TooMany
6798;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/License.java;37;50;TooMany
6799;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/License.java;130;20;LongParameterList
6800;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/License.java;640;33;TooMany
6801;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/LicenseService.java;54;122;TooMany
6802;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/LicensingClient.java;12;30;TooMany
6803;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/XPackInfoResponse.java;79;19;DataClass
6804;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/license/XPackLicenseState.java;27;32;TooMany
6805;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/XPackClientPlugin.java;199;12;LongMethod
6806;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/action/XPackInfoRequest.java;17;8;DataClass
6807;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/deprecation/DeprecationIssue.java;23;8;DataClass
6808;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/graph/action/Connection.java;25;8;DataClass
6809;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/graph/action/GraphExploreRequest.java;32;94;TooMany
6810;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/graph/action/GraphExploreResponse.java;33;8;DataClass
6811;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/graph/action/Vertex.java;22;8;DataClass
6812;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/graph/action/VertexRequest.java;24;28;TooMany
6813;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/MachineLearningFeatureSetUsage.java;18;8;DataClass
6814;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/MlMetadata.java;56;52;TooMany
6815;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/MlMetadata.java;249;33;TooMany
6816;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/CloseJobAction.java;49;19;DataClass
6817;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/DeleteDatafeedAction.java;46;19;DataClass
6818;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/DeleteJobAction.java;46;19;DataClass
6819;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/FlushJobAction.java;48;19;DataClass
6820;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/ForecastJobAction.java;47;19;DataClass
6821;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetBucketsAction.java;52;19;DataClass
6822;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetCalendarEventsAction.java;51;19;DataClass
6823;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetCalendarsAction.java;51;19;DataClass
6824;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetCategoriesAction.java;52;19;DataClass
6825;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetDatafeedsAction.java;50;19;DataClass
6826;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetDatafeedsStatsAction.java;56;19;DataClass
6827;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetDatafeedsStatsAction.java;135;23;DataClass
6828;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetFiltersAction.java;49;19;DataClass
6829;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetInfluencersAction.java;51;19;DataClass
6830;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetJobsAction.java;47;19;DataClass
6831;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetJobsStatsAction.java;66;19;DataClass
6832;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetJobsStatsAction.java;156;23;DataClass
6833;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetModelSnapshotsAction.java;52;19;DataClass
6834;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetOverallBucketsAction.java;71;19;DataClass
6835;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/GetRecordsAction.java;51;19;DataClass
6836;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/OpenJobAction.java;135;19;DataClass
6837;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/PostDataAction.java;120;19;DataClass
6838;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/RevertModelSnapshotAction.java;52;19;DataClass
6839;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/StartDatafeedAction.java;147;19;DataClass
6840;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/StopDatafeedAction.java;53;19;DataClass
6841;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/UpdateModelSnapshotAction.java;52;19;DataClass
6842;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/UpdateProcessAction.java;111;19;DataClass
6843;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/util/PageParams.java;19;8;DataClass
6844;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/action/util/QueryPage.java;29;14;DataClass
6845;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/calendars/ScheduledEvent.java;37;8;DataClass
6846;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/client/MachineLearningClient.java;42;36;TooMany
6847;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/datafeed/DatafeedConfig.java;56;8;DataClass
6848;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/datafeed/DatafeedConfig.java;152;27;LongParameterList
6849;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/datafeed/DatafeedUpdate.java;87;27;LongParameterList
6850;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/datafeed/DatafeedUpdate.java;356;19;DataClass
6851;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/AnalysisConfig.java;54;68;TooMany
6852;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/AnalysisConfig.java;138;27;LongParameterList
6853;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/AnalysisConfig.java;467;33;TooMany
6854;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/AnalysisLimits.java;34;8;DataClass
6855;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/CategorizationAnalyzerConfig.java;75;84;TooMany
6856;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Condition.java;30;8;DataClass
6857;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/DetectionRule.java;35;8;DataClass
6858;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Detector.java;45;8;DataClass
6859;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Detector.java;308;21;LongParameterList
6860;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Detector.java;558;16;LongMethod
6861;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Job.java;54;8;LargeClass
6862;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Job.java;186;16;LongParameterList
6863;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/Job.java;676;72;TooMany
6864;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/JobUpdate.java;81;22;LongParameterList
6865;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/ModelPlotConfig.java;22;8;DataClass
6866;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/RuleCondition.java;28;8;DataClass
6867;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/config/RuleCondition.java;28;67;TooMany
6868;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/persistence/ElasticsearchMappings.java;55;36;TooMany
6869;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/persistence/ElasticsearchMappings.java;202;20;LongMethod
6870;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/persistence/ElasticsearchMappings.java;379;20;LongMethod
6871;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/process/autodetect/output/FlushAcknowledgement.java;27;8;DataClass
6872;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/process/autodetect/state/DataCounts.java;37;64;TooMany
6873;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/process/autodetect/state/DataCounts.java;167;22;LongParameterList
6874;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/process/autodetect/state/ModelSizeStats.java;30;8;DataClass
6875;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/process/autodetect/state/ModelSnapshot.java;38;67;TooMany
6876;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/process/autodetect/state/ModelSnapshot.java;125;26;LongParameterList
6877;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/AnomalyCause.java;24;8;DataClass
6878;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/BucketInfluencer.java;26;8;DataClass
6879;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/CategoryDefinition.java;26;8;DataClass
6880;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/Forecast.java;27;8;DataClass
6881;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/ForecastRequestStats.java;31;8;DataClass
6882;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/ModelPlot.java;28;8;DataClass
6883;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/OverallBucket.java;25;8;DataClass
6884;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/PartitionScore.java;19;8;DataClass
6885;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/job/results/Result.java;15;8;DataClass
6886;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ml/notifications/AuditMessage.java;25;8;DataClass
6887;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/monitoring/action/MonitoringBulkDoc.java;24;8;DataClass
6888;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/monitoring/exporter/MonitoringDoc.java;25;17;DataClass
6889;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/monitoring/exporter/MonitoringDoc.java;133;19;DataClass
6890;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/rollup/action/GetRollupJobsAction.java;211;19;DataClass
6891;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/rollup/job/RollupJobConfig.java;38;8;DataClass
6892;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/scheduler/Cron.java;201;8;LargeClass
6893;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/scheduler/Cron.java;201;49;TooMany
6894;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/scheduler/Cron.java;299;12;LongMethod
6895;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/scheduler/Cron.java;885;13;LongMethod
6896;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/scheduler/Cron.java;1062;13;LongMethod
6897;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/scheduler/Cron.java;1259;13;LongMethod
6898;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/role/PutRoleRequest.java;30;91;TooMany
6899;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/rolemapping/PutRoleMappingRequest.java;32;8;DataClass
6900;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/saml/SamlAuthenticateRequest.java;16;14;DataClass
6901;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/saml/SamlAuthenticateResponse.java;20;14;DataClass
6902;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/saml/SamlInvalidateSessionRequest.java;18;14;DataClass
6903;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/saml/SamlLogoutRequest.java;18;14;DataClass
6904;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/saml/SamlPrepareAuthenticationRequest.java;19;14;DataClass
6905;elasticsearch;/home/matheus/Documentos/repositories/Java/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/action/token/CreateTokenRequest.java;30;14;DataClass
